"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"DCA17WA174","ACC","95809","2017-08-01T06:19:00Z","Singapore",,"Singapore",,"9V-SQN","false","Aviation","None",,"Serious","0","3","3",,,"https://data.ntsb.gov/Docket?ProjectID=95809"
"CEN17WA291","INC","95700","2017-07-27T19:00:00Z","British Virgin Islands",,"British Virgin Islands",,"N618CA","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=95700"
"GAA17CA429","ACC","95638","2017-07-23T08:35:00Z","Edgartown","Massachusetts","United States",,"N831SR","false","Aviation","DirectorBrief","2017-10-17T04:00:00Z","None","0","0","0","The airplane’s collision with geese during the takeoff roll.","Environmental issues - Physical environment - Object/animal/substance - Animal(s)/bird(s) - Ability to respond/compensate","https://data.ntsb.gov/Docket?ProjectID=95638"
"GAA17CA439","ACC","95668","2017-07-22T14:45:00Z","Arctic Village","Alaska","United States",,"N5227R","false","Aviation","DirectorBrief","2018-03-27T04:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control after an aborted takeoff.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=95668"
"GAA17CA574","ACC","96276","2017-07-21T18:20:00Z","New York","New York","United States",,"N802TW","false","Aviation","DirectorBrief","2018-02-21T05:00:00Z","None","0","0","0","The airplane’s encounter with boat wake and multiple swells during a water takeoff.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Choppy surface - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=96276"
"DCA17CA155","ACC","95632","2017-07-19T23:45:00Z","Minneapolis","Minnesota","United States",,"N427YX","false","Aviation","DirectorBrief","2021-02-24T05:00:00Z","Serious","0","1","3","An encounter with convective turbulence.","Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on personnel","https://data.ntsb.gov/Docket?ProjectID=95632"
"ERA17LA239","ACC","95559","2017-07-11T12:10:00Z","Wilkes-Barre/Scranton","Pennsylvania","United States",,"N732FJ","false","Aviation","DirectorBrief","2021-05-06T04:00:00Z","None","0","0","0","Failure of the left landing gear door actuator, which resulted in a loss of all hydraulic pressure and subsequent gear collapse on landing.","Aircraft - Aircraft systems - Landing gear system - Landing gear actuator - Failure","https://data.ntsb.gov/Docket?ProjectID=95559"
"DCA17IA148","INC","95528","2017-07-08T00:56:00Z","San Francisco","California","United States","AIR1801","C-FKCK","true","Aviation","Report","2018-10-26T04:00:00Z","None","0","0","0","The flight crew's misidentification of taxiway C as the intended landing runway, which resulted from the crewmembers' lack of awareness of the parallel runway closure due to their ineffective review of notice to airmen (NOTAM) information before the flight and during the approach briefing. Contributing to the incident were (1) the flight crew's failure to tune the instrument landing system frequency for backup lateral guidance, expectation bias, fatigue due to circadian disruption and length of continued wakefulness, and breakdowns in crew resource management and (2) Air Canada's ineffective presentation of approach procedure and NOTAM information.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Flight crew, Environmental issues - Operating environment - Airport facilities/design - Runway/landing area condition - Awareness of condition, Personnel issues - Task performance - Use of equip/info - Use of available resources - Flight crew, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Flight crew, Personnel issues - Action/decision - Info processing/decision - Expectation/assumption - Flight crew, Personnel issues - Physical - Alertness/Fatigue - Circadian rhythms or jetlag - Flight crew, Personnel issues - Physical - Alertness/Fatigue - Lack of sleep - Flight crew, Personnel issues - Task performance - Communication (personnel) - CRM/MRM techniques - Flight crew, Organizational issues - Management - Policy/procedure - Adequacy of policy/proc - Operator, Aircraft - Aircraft systems - Navigation system - (general) - Design, Aircraft - Aircraft systems - Indicating/recording systems - Data recorders (flight/maint) - Capability exceeded","https://data.ntsb.gov/Docket?ProjectID=95528"
"DCA17WA170","INC","95794","2017-07-03T09:00:00Z","Cali",,"Colombia",,"N742AV","false","Aviation","None",,"None","0","0","0",,,"https://data.ntsb.gov/Docket?ProjectID=95794"
"DCA17LA182","ACC","95552","2017-07-02T14:19:00Z","Denver","Colorado","United States",,"N796SK","false","Aviation","DirectorBrief","2022-05-27T04:00:00Z","None","0","0","0","The fuel supply tube fitting pulling out of the left engine’s operability bleed valve (OBV) during the landing rollout, allowing fuel to leak and contact hot engine cases, which ignited a fire that caused thermal damage to the engine pylon. Contributing to the fitting pullout from the OBV was an undetected progressive environmental control system (ECS) support link wear condition that allowed excessive OBV movement relative to the engine, and the lack of alignment instructions in the base engine assembly drawing and the lack of maintenance tasks to assess the operational condition of the ECS links.","Aircraft - Aircraft power plant - Engine bleed air system - (general) - Inadequate inspection, Aircraft - Aircraft structures - Nacelles/pylons structure - Nacelle/pylon misc structure - Failure, Aircraft - Aircraft power plant - Engine bleed air system - Compressor bleed valve - Capability exceeded, Aircraft - Aircraft power plant - Engine bleed air system - Compressor bleed valve - Design","https://data.ntsb.gov/Docket?ProjectID=95552"
"CEN17FA252","ACC","95485","2017-07-01T21:36:00Z","Perryville","Missouri","United States",,"N238BK","true","Aviation","DirectorBrief","2019-12-16T05:00:00Z","Minor","0","0","5","Fuel starvation due to the pilot’s failure to turn on the fuel transfer pump switches during takeoff, which led to a total loss of engine power. Contributing to the accident was the pilot's improper decision to activate the annunciator panel’s dimming function during dusk, which prevented him from seeing the illuminated fuel transfer pump caution light indicating that the pumps were off and the illuminated caution lights for low fuel in the supply tanks.","Aircraft - Aircraft systems - Fuel system - Fuel transfer valve - Not used/operated, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft systems - Lighting system - Flight compartment lighting - Incorrect use/operation, Aircraft - Aircraft systems - Indicating/recording systems - Data recorders (flight/maint) - Not installed/available","https://data.ntsb.gov/Docket?ProjectID=95485"
"DCA17WA154","ACC","95625","2017-07-01T05:10:00Z","Fukushima",,"Japan",,"N29968","false","Aviation","None",,"Serious","0","1","0",,,"https://data.ntsb.gov/Docket?ProjectID=95625"
"DCA17CA147","ACC","95481","2017-06-30T22:30:00Z","Chicago","Illinois","United States",,"N991AU, N862AS","false","Aviation","DirectorBrief","2018-03-09T05:00:00Z","None","0","0","0","the A321 flight crew's incorrect evaluation of the clearance between the aircraft, leading to the inadvertent collision with the horizontal stabilizer of the CRJ200.  Contributing to the accident was traffic congestion that resulted in the CRJ200 having to stop prior to fully clearing the perpendicular taxiway.","Personnel issues - Action/decision - Action - Incorrect action performance - Flight crew, Environmental issues - Operating environment - Air traffic/operating proc - Traffic congestion - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=95481"
"WPR17LA133","ACC","95448","2017-06-27T15:03:00Z","Boulder City","Nevada","United States",,"N151GC","false","Aviation","DirectorBrief","2019-02-26T05:00:00Z","Minor","0","0","2","A loss of engine power due to the failure of the manufacturer to reinstall the oil filter after it was removed for inspection, which led to coke pollution that obstructed the oil jet and resulted in the subsequent oil starvation of the axial compressor rear bearing oil and its subsequent failure.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Oil system - Not installed/available, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - (general) - Failure, Personnel issues - Task performance - Maintenance - Installation - Maintenance personnel, Aircraft - Fluids/misc hardware - Fluids - Oil - Fluid level, Environmental issues - Physical environment - Object/animal/substance - Pole - Contributed to outcome","https://data.ntsb.gov/Docket?ProjectID=95448"
"WPR17LA144","ACC","95521","2017-06-23T17:00:00Z","Page","Arizona","United States",,"N71001","false","Aviation","DirectorBrief","2020-04-13T04:00:00Z","None","0","0","0","The failure of the throttle control cable due to fatigue and maintenance personnel’s failure to replace the cable at the last engine overhaul, which resulted in the pilots’ inability to control engine power and led to a precautionary landing during which the airplane impacted bushes.","Aircraft - Aircraft power plant - Engine controls - Power lever - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine controls - Power lever - Failure, Aircraft - Aircraft power plant - Engine controls - Power lever - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Replacement - Maintenance personnel, Personnel issues - Action/decision - Action - Lack of action - Maintenance personnel, Environmental issues - Physical environment - Object/animal/substance - (general) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=95521"
"DCA17LA145","ACC","95431","2017-06-23T14:38:00Z","Atlanta","Georgia","United States",,"N315DN","false","Aviation","DirectorBrief","2021-06-08T04:00:00Z","None","0","0","0","The first officer's improper landing flare, which resulted in a hard, bounced landing, and the flight crew’s improper bounced landing recovery procedures.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Copilot, Personnel issues - Action/decision - Action - Incorrect action sequence - Flight crew","https://data.ntsb.gov/Docket?ProjectID=95431"
"ANC17LA032","ACC","95404","2017-06-18T14:30:00Z","Ketchikan","Alaska","United States",,"N930TG","false","Aviation","DirectorBrief","2021-02-02T05:00:00Z","Minor","0","0","7","The pilot's misjudgment of the takeoff distance needed to depart the lake, and his subsequent failure to maintain clearance from the water during a turn to avoid terrain, which resulted in impact with water.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=95404"
"ENG17IA028","INC","95345","2017-06-10T18:50:00Z","Chicago","Illinois","United States",,"N715SK","false","Aviation","DirectorBrief","2019-05-03T04:00:00Z","None","0","0","0","A Bombardier CRJ700 No. 1 engine failure caused by buckling of the combustion outer liner due to fatigue cracks. The liner buckling resulted in airflow disruption and reduced engine performance. The engine fuel control unit attempted to compensate for the decrease in engine performance by increasing the fuel flow rate. The combustion liner damage and increased fuel flow led to incomplete combustion of the fuel injected into the combustion chamber. Unconsumed fuel then ignited downstream of the combustion chamber (delayed ignition) and resulted in high pressure turbine thermal damage, and the eventual separation of a high pressure turbine 2nd stage nozzle vane segment. The separated vane segment subsequently caused low pressure turbine case burn through and catastrophic impact damage to the high and low pressure turbine stages.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Combustion section - Fatigue/wear/corrosion","https://data.ntsb.gov/Docket?ProjectID=95345"
"ENG17IA026","INC","95320","2017-06-07T10:50:00Z","Tokyo",,"Japan",,"N668US","false","Aviation","DirectorBrief","2020-09-15T04:00:00Z","None","0","0","0","The PW4056 engine lost power due to the fatigue fracture of a 5th stage compressor blade.  The cause of the fatigue fracture could not be determined.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Compressor section - Fatigue/wear/corrosion","https://data.ntsb.gov/Docket?ProjectID=95320"
"GAA17CA353","ACC","95408","2017-06-06T17:15:00Z","Homer","Alaska","United States",,"N207RB","false","Aviation","DirectorBrief","2018-01-23T05:00:00Z","None","0","0","0","The pilot's decision to land on unsuitable terrain, which resulted in the nosewheel breaking and a subsequent noseover.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - (general) - Decision related to condition","https://data.ntsb.gov/Docket?ProjectID=95408"
